Ticket ID,HS Customer,Subject,Source,Type,Weight,Created time,Initial response time,Resolved time,First response time (in hrs),Resolution time (in hrs),Agent interactions,Customer interactions
777,37,Error Importing into QB,Email,Software Problem / Issue,3,6/19/2019 15:20,,6/19/2019 15:53,0:00:00,0:33:08,0,1
778,40,Add Job to Schedule Disappears,Portal,Software Problem / Issue,4,6/20/2019 9:20,6/20/2019 9:47,6/27/2019 16:24,0:26:58,52:04:24,2,2
779,18,HS Lease Admin,Email,Software Problem / Issue,2,6/20/2019 10:50,6/20/2019 16:36,6/27/2019 16:24,5:46:06,50:33:40,1,1
780,18,FW: HS Lease Admin,Email,Software Problem / Issue,2,6/21/2019 9:16,6/21/2019 9:24,6/27/2019 16:24,0:08:21,43:07:49,1,1
781,20,Hauling Software Ticket Disappearing Question,Email,General Question,3,6/21/2019 11:01,6/21/2019 11:20,6/24/2019 16:36,0:19:02,14:34:43,3,3
782,28,Trouble with dispatched loads,Portal,Software Problem / Issue,3,6/21/2019 16:19,6/21/2019 18:57,7/22/2019 13:47,0:40:33,177:28:01,4,2
786,18,MISSING E-TICKET ,Portal,Software Problem / Issue,3,6/24/2019 12:25,6/24/2019 14:33,6/25/2019 8:17,2:08:28,4:52:23,1,1
787,16,Re: void tickets,Email,Software Problem / Issue,3,6/24/2019 12:47,,6/24/2019 15:19,0:00:00,2:32:31,0,2
791,34,RE: Custom Reports,Email,Feature Request,3,6/25/2019 10:41,6/25/2019 12:00,7/22/2019 13:47,1:19:06,165:06:41,2,2
792,41,DATE FILTER,Portal,Feature Request,1,6/25/2019 14:42,,7/1/2019 9:07,0:00:00,30:25:27,0,1
794,18,Re: Bison Dropbox,Email,General Question,2,6/26/2019 13:12,6/26/2019 13:52,6/28/2019 8:05,0:39:39,12:52:15,1,1
795,4,Re: DSS,Email,Software Problem / Issue,2,6/26/2019 13:29,6/26/2019 13:48,7/22/2019 13:49,0:19:14,153:19:58,4,3
797,41,INVOICES,Portal,Software Problem / Issue,4,6/26/2019 17:50,6/27/2019 7:13,6/28/2019 8:05,0:00:00,9:05:40,1,2
799,41,Multiple Disposal Issue,Email,Feature Request,3,6/27/2019 9:16,6/27/2019 9:54,8/5/2019 14:49,0:38:22,239:33:05,2,2
801,10,Re: Is ticketing standing between you and payday? [Free guide inside!],Email,General Question,2,6/27/2019 19:51,6/28/2019 9:13,7/22/2019 13:50,1:13:30,140:50:12,1,2
802,24,ITEM CATEGORY ADDITION,Portal,Data Entry Support,3,6/28/2019 8:07,6/28/2019 8:24,6/28/2019 10:14,0:17:13,2:07:01,2,3
803,19,Hauling Software Disposal,Email,Data Entry Support,3,6/28/2019 9:09,6/28/2019 9:34,6/28/2019 10:13,0:25:01,1:04:12,1,2
804,41,Service Work Invoice,Email,General Question,3,6/28/2019 9:16,,6/28/2019 11:18,0:00:00,2:02:00,0,1
805,41,Multiple Disposal Invoice,Email,General Question,3,6/28/2019 9:19,,6/28/2019 11:18,0:00:00,1:59:00,0,1
806,18,Longhorn EOG,Email,General Question,4,6/28/2019 12:15,6/28/2019 14:27,7/1/2019 9:55,2:12:24,6:40:39,1,2
807,41,Mewbourne Leases,Email,Feature Request,2,6/30/2019 16:25,,7/2/2019 10:47,0:00:00,11:47:17,0,1
814,20,Lagoon Water Solutions - Undispatched Dispatch Order Number - #1670242,Email,General Question,2,7/3/2019 13:37,7/3/2019 14:01,7/8/2019 8:52,0:23:57,13:14:34,1,1
815,28,Canâ€™t complete tickets ,Portal,Software Problem / Issue,2,7/4/2019 12:05,7/8/2019 8:51,7/22/2019 13:47,9:51:33,104:47:17,1,1
816,37,Void batch- Hughes Disposal,Email,General Question,2,7/8/2019 9:43,7/8/2019 9:56,7/8/2019 14:22,0:13:06,4:38:33,1,2
818,15,invoice,Portal,Data Entry Support,3,7/8/2019 10:33,,7/9/2019 14:39,0:00:00,13:06:01,0,1
819,18,Re: MISSING TICKET # AYRQ5PPJ,Email,Software Problem / Issue,4,7/8/2019 11:34,7/8/2019 12:27,7/8/2019 13:54,0:52:57,2:19:54,1,1
820,15,Re: Quickbooks Additional Customization,Email,Feature Request,4,7/8/2019 12:16,,7/9/2019 14:41,0:00:00,11:25:03,0,2
821,18,MISSING E-TICKET ,Portal,Software Problem / Issue,4,7/8/2019 12:31,,7/8/2019 13:38,0:00:00,1:06:51,0,1
824,20,Re: Dropbox folder,Email,General Question,3,7/9/2019 17:22,,7/22/2019 13:46,0:00:00,77:46:06,0,7
825,20,Errors,Email,Software Problem / Issue,3,7/10/2019 8:49,7/10/2019 9:12,7/22/2019 13:45,0:23:31,76:56:22,2,2
828,18,Moving Rolled Back Ticket Back to Original MT,Portal,Software Problem / Issue,3,7/11/2019 13:03,,7/11/2019 13:14,0:00:00,0:11:24,0,1
829,18,Re: DSS Questions,Email,General Question,4,7/11/2019 14:12,7/11/2019 14:46,7/31/2019 8:22,0:34:19,120:09:29,4,3
831,18,Dropbox Question,Email,General Question,2,7/15/2019 11:28,7/15/2019 11:38,7/16/2019 11:44,0:09:25,9:16:10,1,2
833,25,Leases disappearing,Portal,Software Problem / Issue,3,7/15/2019 16:22,,7/16/2019 16:00,0:00:00,8:38:18,0,1
834,28,Tablet issues,Portal,Software Problem / Issue,4,7/15/2019 19:44,7/15/2019 19:59,7/22/2019 13:46,0:00:00,41:46:45,2,1
836,19,CHECKING ON UPLOADS D=FROM YESTERDAY,Portal,General Question,1,7/16/2019 7:47,,7/16/2019 9:26,0:00:00,1:26:57,0,1
837,25,Auto hauls not scheduling correctly,Portal,Software Problem / Issue,3,7/16/2019 9:09,7/16/2019 9:23,7/16/2019 11:55,0:13:30,2:46:14,1,1
838,25,Auto haul still not rescheduling,Portal,Software Problem / Issue,4,7/16/2019 10:19,7/16/2019 11:49,7/16/2019 11:55,1:29:52,1:36:22,1,1
839,25,FW: No Load on Geraldine,Email,General Question,3,7/16/2019 12:28,7/16/2019 13:20,7/16/2019 16:00,0:52:18,3:32:04,1,1
840,18,Alex SWD #1,Email,Software Problem / Issue,4,7/16/2019 15:21,7/16/2019 15:26,7/16/2019 15:43,0:04:21,0:21:35,2,3
841,25,FW: No Load,Email,General Question,3,7/17/2019 8:34,7/17/2019 9:51,7/22/2019 13:42,1:17:11,32:08:37,1,2
842,25,Fields to be renamed,Portal,Feature Request,2,7/17/2019 13:35,7/17/2019 15:14,7/22/2019 13:43,1:38:59,27:07:44,1,1
843,25,FW: No Load,Email,General Question,3,7/17/2019 14:11,7/17/2019 15:52,7/22/2019 13:42,1:41:14,26:31:06,2,2
844,25,Fwd: No loads from 7/17 PM shift,Email,General Question,3,7/18/2019 5:46,7/18/2019 10:15,7/22/2019 13:42,2:15:10,23:42:40,1,2
845,25,FW: short load,Email,General Question,3,7/18/2019 9:39,7/18/2019 11:38,7/22/2019 13:42,1:58:20,22:02:28,1,2
848,20,Duplicate leases,Email,Software Problem / Issue,3,7/19/2019 9:27,7/19/2019 9:38,7/22/2019 13:42,0:11:00,13:14:58,1,2
849,24,MOVING ITEM FROM ONE JOB TO ANOTHER,Portal,Feature Request,3,7/19/2019 9:39,7/19/2019 10:11,7/22/2019 13:38,0:32:46,12:59:14,1,1
851,20,Re: New Reply Received - Duplicate leases,Email,Software Problem / Issue,3,7/21/2019 18:51,,7/22/2019 13:37,0:00:00,5:37:11,0,1
853,18,Missing E-Ticket D1JRYD3D,Portal,Software Problem / Issue,4,7/22/2019 12:44,7/22/2019 14:15,7/22/2019 15:15,1:31:17,2:31:01,1,1
854,18,Missing E-Ticket 3QDHCABV,Portal,Software Problem / Issue,4,7/22/2019 12:48,7/22/2019 13:56,7/22/2019 15:15,1:08:27,2:26:49,1,1
861,19,Re: RE: Dropbox folder,Email,,3,7/25/2019 15:27,,7/26/2019 9:36,0:00:00,3:08:52,0,1
862,18,Hauling Software Question,Email,General Question,3,7/25/2019 15:46,7/26/2019 11:12,7/31/2019 8:19,4:25:57,28:32:40,2,3
864,20,duplicates,Email,General Question,3,7/26/2019 8:27,,8/8/2019 13:25,0:00:00,85:57:26,0,1
871,18,Re: E-Ticket Issues,Email,Data Entry Support,4,7/30/2019 9:49,7/30/2019 11:57,7/31/2019 8:17,2:08:54,7:28:20,2,2
872,18,Re: [External] Checking In - Invoice API,Email,Software Problem / Issue,4,7/30/2019 12:24,7/30/2019 14:54,8/9/2019 13:54,2:30:39,73:30:18,4,3
873,26,VOIDED SOMETHING,Portal,Data Entry Support,1,7/30/2019 14:18,,7/31/2019 8:16,0:00:00,2:58:40,0,2
874,18,Missing Master Ticket,Portal,Software Problem / Issue,4,8/1/2019 8:47,8/1/2019 9:48,8/1/2019 15:05,1:00:57,6:17:59,1,2
876,18,New SWD,Email,Feature Request,4,8/1/2019 12:06,8/5/2019 16:08,8/5/2019 16:44,22:02:14,22:38:36,1,1
878,18,Fw: Tickets not showing up on MT,Email,Software Problem / Issue,4,8/2/2019 9:17,8/2/2019 10:23,8/2/2019 11:03,1:06:29,1:46:23,2,3
879,18,Re: Hauling - New Yards hard update,Email,Software Problem / Issue,3,8/2/2019 13:14,8/5/2019 9:54,8/8/2019 13:24,5:39:47,36:10:13,1,3
880,21,Need invoice dates changed,Portal,Data Entry Support,4,8/5/2019 17:18,8/5/2019 17:25,8/6/2019 11:42,0:00:00,3:42:46,2,3
884,18,Re: ETickets,Email,Software Problem / Issue,4,8/7/2019 14:42,8/7/2019 14:57,8/9/2019 13:54,0:14:48,17:11:29,2,6
885,18,Missing Field Tickets That Needed Added Back to MT,Email,Software Problem / Issue,4,8/7/2019 15:27,8/7/2019 15:56,8/8/2019 13:24,0:28:44,6:56:59,1,1
888,18,FW: [External] RE: Dynamics Issues,Email,Software Problem / Issue,5,8/8/2019 14:52,8/8/2019 15:00,8/9/2019 13:53,0:07:06,8:00:59,5,3
892,18,Fw: MISSING ETICKETS IN HS,Email,Software Problem / Issue,4,8/9/2019 9:41,8/9/2019 12:00,8/9/2019 13:53,2:19:17,4:12:02,1,1
895,18,Fw: E-Ticket,Email,Software Problem / Issue,3,8/9/2019 15:15,8/9/2019 15:25,8/12/2019 16:31,0:09:54,10:16:31,1,1
896,28,invoice printing,Portal,General Question,3,8/12/2019 17:49,8/12/2019 18:20,9/23/2019 13:58,0:00:00,257:58:52,3,2
897,18,Missing E ticket,Email,General Question,4,8/13/2019 15:09,8/13/2019 15:36,8/16/2019 14:10,0:27:13,26:01:38,1,1
898,41,Ticket didn't get priced,Portal,Software Problem / Issue,2,8/14/2019 8:45,8/14/2019 9:12,8/15/2019 10:26,0:26:54,10:40:36,1,2
899,18,Adding ETickets Back to MTs,Email,General Question,4,8/14/2019 9:45,,8/16/2019 13:38,0:00:00,21:52:33,0,1
900,18,Missing e tickets.xlsx,Email,General Question,4,8/14/2019 11:10,8/14/2019 11:24,8/16/2019 14:10,0:14:23,20:59:32,1,1
901,18,Ticket Needs Added Back to Signed MT,Email,General Question,4,8/14/2019 13:42,8/15/2019 7:49,8/16/2019 14:09,3:17:22,18:27:12,1,1
903,18,FW: Missing FT from MT ,Email,General Question,4,8/15/2019 12:56,,8/16/2019 9:09,0:00:00,5:13:10,0,1
905,18,FW: MT - 306713,Email,General Question,4,8/15/2019 15:01,,8/16/2019 9:10,0:00:00,3:09:04,0,1
906,24,Re: FW: Hauling Software,Email,Software Problem / Issue,5,8/15/2019 17:07,8/22/2019 9:08,9/6/2019 16:09,37:08:20,134:09:22,2,1
907,18,Fwd: Missing FT from MT ,Email,General Question,4,8/15/2019 17:41,,8/16/2019 9:10,0:00:00,1:10:20,0,1
908,18,Fwd: Missing FT from MT,Email,General Question,4,8/15/2019 17:42,,8/16/2019 9:10,0:00:00,1:10:32,0,1
909,18,Fwd: Missing FT from MT ,Email,General Question,4,8/15/2019 17:43,8/16/2019 9:25,8/16/2019 11:47,1:25:48,3:47:30,1,1
910,18,Fwd: Missing FT to MT ,Email,General Question,4,8/15/2019 17:43,,8/16/2019 9:22,0:00:00,1:22:06,0,1
911,18,FW: Missing FT from MT,Email,General Question,4,8/16/2019 8:56,8/16/2019 9:26,8/16/2019 13:19,0:29:36,4:22:48,1,1
912,18,FW: Missing FT from MT ,Email,General Question,4,8/16/2019 9:11,8/16/2019 9:26,8/16/2019 13:28,0:15:05,4:16:16,1,1
913,18,Needed Yard Update ,Email,General Question,4,8/16/2019 9:24,8/16/2019 10:45,8/16/2019 14:09,1:20:59,4:44:42,1,2
914,45,Can I put tickets into QB yet?,Portal,General Question,4,8/16/2019 19:23,8/16/2019 19:54,8/20/2019 16:45,0:00:00,17:45:37,1,2
915,45,Re: Can I put tickets into QB yet?,Email,,3,8/19/2019 8:41,,8/20/2019 16:45,0:00:00,17:04:26,0,1
917,45,Master Ticket Approval Error,Portal,Software Problem / Issue,3,8/19/2019 11:57,8/19/2019 12:48,8/22/2019 11:41,0:50:42,26:43:07,1,1
918,18,ETicket back on MT# 306383,Email,General Question,4,8/19/2019 13:12,8/19/2019 13:58,8/19/2019 14:20,0:46:16,1:07:54,1,1
920,18,MT# 298761,Email,General Question,4,8/19/2019 14:39,8/19/2019 16:47,8/19/2019 16:47,2:08:04,2:08:10,1,1
921,18,MT# 298763,Email,General Question,4,8/19/2019 14:41,8/19/2019 16:46,8/19/2019 16:47,2:05:39,2:05:54,1,1
922,18,Yard Update Needed,Email,Software Problem / Issue,4,8/20/2019 8:03,8/20/2019 8:44,8/20/2019 11:31,0:41:44,3:28:13,1,1
924,18,E-Tickets not on MT,Email,Software Problem / Issue,4,8/21/2019 15:14,,8/22/2019 11:40,0:00:00,5:26:12,0,1
925,18,E-ticket not on MT,Email,Software Problem / Issue,4,8/21/2019 15:29,8/21/2019 15:58,8/22/2019 11:40,0:29:05,5:10:43,2,2
926,18,Missing ticket image in admin approval tab,Email,Software Problem / Issue,3,8/22/2019 8:11,8/22/2019 9:29,8/22/2019 11:40,1:17:23,3:28:14,2,3
929,18,Fwd: MT310529,Email,General Question,4,8/23/2019 18:49,,8/26/2019 10:16,0:00:00,2:16:42,0,1
930,18,Fwd: MT 310528,Email,General Question,4,8/23/2019 18:51,,8/26/2019 10:16,0:00:00,2:16:29,0,1
931,18,Fwd: Mt 310523,Email,General Question,4,8/23/2019 18:52,8/26/2019 10:15,8/26/2019 10:16,2:15:48,2:16:19,1,1
932,18,Delete Test Ticket,Email,General Question,3,8/26/2019 10:20,8/26/2019 10:46,8/26/2019 10:48,0:25:53,0:27:43,1,2
933,26,Open jobs,Portal,Feature Request,5,8/27/2019 10:46,8/27/2019 13:37,,2:51:22,0:00:00,1,1
934,18,Data Entry Team,Email,Software Problem / Issue,2,8/27/2019 15:28,8/27/2019 15:39,9/6/2019 16:10,0:10:24,63:42:20,1,1
935,28,Directions,Portal,Software Problem / Issue,4,8/27/2019 15:57,8/27/2019 16:18,9/3/2019 16:37,0:20:56,37:02:31,3,3
936,18,Fw: E-Ticket,Email,Software Problem / Issue,3,8/28/2019 10:14,8/28/2019 10:33,9/23/2019 13:58,0:19:15,156:43:48,1,2
937,37,Lease,Portal,General Question,4,8/28/2019 13:55,8/28/2019 14:40,9/6/2019 16:11,0:44:52,56:15:17,1,2
940,5,Re: Importing,Email,General Question,4,8/29/2019 14:47,,9/6/2019 16:12,0:00:00,46:25:15,0,3
942,28,Fwd: Momentum Invoicing issue,Email,General Question,4,9/4/2019 14:01,,9/23/2019 13:57,0:00:00,116:56:50,0,2
944,18,Hauling Software Admin Approval,Email,Software Problem / Issue,5,9/5/2019 9:04,9/5/2019 12:47,,3:43:05,0:00:00,3,4
945,15,Re: ticket entry,Email,Software Problem / Issue,4,9/5/2019 9:25,,9/5/2019 11:49,0:00:00,2:24:05,0,2
946,15,ticket entry,Portal,Data Entry Support,4,9/5/2019 9:26,9/5/2019 9:46,9/5/2019 11:49,0:20:14,2:23:21,1,2
947,28,Update Web Services - Quickbooks,Portal,Software Problem / Issue,2,9/5/2019 10:53,,9/5/2019 11:49,0:00:00,0:55:46,0,1
948,20,Leases,Email,Software Problem / Issue,3,9/5/2019 15:33,9/5/2019 15:36,9/6/2019 16:14,0:03:34,9:41:29,5,6
949,45,Glitch in pricing - admin approval,Portal,Software Problem / Issue,5,9/6/2019 10:27,9/6/2019 13:02,9/18/2019 16:40,2:34:52,78:12:49,1,2
950,5,Paper Ticket Exports,Portal,Software Problem / Issue,2,9/6/2019 13:19,9/6/2019 14:17,9/6/2019 16:06,0:58:15,2:46:50,2,1
951,18,Hauling Software,Email,Software Problem / Issue,2,9/6/2019 14:02,9/6/2019 14:06,9/6/2019 16:06,0:03:42,2:03:45,2,1
953,18,Fwd: MT 306713,Email,General Question,4,9/9/2019 9:52,,9/9/2019 10:43,0:00:00,0:50:33,0,1
954,18,Fwd: MT 306602,Email,General Question,4,9/9/2019 9:53,,9/9/2019 10:43,0:00:00,0:50:20,0,1
955,18,Fwd: MT 304218,Email,General Question,4,9/9/2019 9:53,,9/9/2019 10:43,0:00:00,0:49:58,0,1
956,18,Fwd: MT 304201,Email,General Question,4,9/9/2019 9:54,,9/9/2019 10:44,0:00:00,0:50:18,0,1
957,18,Fwd: MT 304174,Email,General Question,4,9/9/2019 9:54,,9/9/2019 10:44,0:00:00,0:50:04,0,1
958,18,Fwd: MT 301479,Email,General Question,4,9/9/2019 9:54,,9/9/2019 10:44,0:00:00,0:49:46,0,1
959,18,Fwd: MT 301463,Email,General Question,4,9/9/2019 9:55,9/9/2019 10:31,9/9/2019 10:44,0:36:18,0:49:27,1,1
961,10,Additional Items - Freshwater Fee Label Name confusion,Portal,Data Entry Support,3,9/9/2019 11:47,9/9/2019 11:57,9/9/2019 12:32,0:10:08,0:45:03,1,2
962,45,Add pusher to summary ticket,Portal,General Question,3,9/9/2019 14:46,,9/9/2019 16:21,0:00:00,1:34:39,0,1
963,5,additional line items,Portal,Software Problem / Issue,2,9/10/2019 9:52,,9/23/2019 13:56,0:00:00,85:03:41,0,1
965,16,J&R TRANSPORT trailer categories,Email,Feature Request,4,9/10/2019 12:59,9/10/2019 13:11,9/11/2019 8:14,0:12:25,4:14:33,1,2
970,15,Re: Quickbooks Additional Customization,Email,Feature Request,4,9/11/2019 14:11,9/18/2019 13:27,9/23/2019 13:55,44:15:42,71:43:56,1,3
971,15,data entry,Portal,Data Entry Support,4,9/11/2019 14:55,9/11/2019 15:01,9/18/2019 13:28,0:06:12,43:33:20,1,1
973,5,FW: Importing,Email,Data Entry Support,3,9/13/2019 8:39,9/13/2019 9:24,9/16/2019 9:28,0:45:10,9:48:19,1,1
974,18,Fw: [External] Re: Hauling Software Ticket Update Errors,Email,Software Problem / Issue,4,9/13/2019 8:59,9/13/2019 9:09,9/18/2019 16:40,0:09:47,34:40:27,13,11
979,15,data entry,Portal,Data Entry Support,2,9/16/2019 13:47,9/16/2019 14:11,9/16/2019 14:29,0:23:53,0:41:17,1,2
982,18,FW: ETicket,Email,Software Problem / Issue,1,9/17/2019 9:25,9/17/2019 9:38,9/23/2019 13:55,0:13:11,40:29:50,1,1
984,18,Create Enpoint,Email,Software Problem / Issue,5,9/17/2019 14:55,9/17/2019 14:59,9/23/2019 13:54,0:03:41,34:59:31,4,2
985,45,Re: Rig on Summary Ticket,Email,Software Problem / Issue,4,9/17/2019 18:28,,9/18/2019 13:15,0:00:00,5:15:30,0,1
993,18,HTTP 500 erorrs,Email,Software Problem / Issue,3,9/19/2019 12:22,9/19/2019 12:25,9/23/2019 13:54,0:02:56,19:32:08,1,1
994,26,Feature Request,Portal,Feature Request,2,9/19/2019 12:45,9/20/2019 15:09,9/20/2019 15:10,11:23:59,11:24:07,1,1
996,18,Fw: E-Ticket update,Email,Software Problem / Issue,4,9/20/2019 8:57,9/20/2019 9:07,9/23/2019 13:54,0:09:39,13:56:53,1,2
997,10,$0.00 Price Confirmation on Admin Approval,Portal,Software Problem / Issue,2,9/20/2019 10:06,9/20/2019 10:26,,0:19:53,0:00:00,1,1
999,18,Re: MT# 333693,Email,Software Problem / Issue,3,9/20/2019 10:27,,9/23/2019 13:54,0:00:00,12:26:40,0,2
1000,18,Incorrect Timestamps,Email,Software Problem / Issue,3,9/20/2019 10:47,9/20/2019 10:59,9/23/2019 13:54,0:12:15,12:06:56,1,1
1001,18,Re: FW: Last Week & This Weeks Billing,Email,Software Problem / Issue,5,9/20/2019 11:53,9/20/2019 11:54,,0:01:01,0:00:00,1,3
1004,18,Fwd: Hauler List,Email,General Question,4,9/23/2019 11:26,,9/25/2019 7:52,0:00:00,14:33:03,0,1
1007,25,FW: [External] HS Bison - Dispatch Job Priority Alert 09/24/2019 1:00 pm,Email,Software Problem / Issue,3,9/24/2019 13:03,9/24/2019 13:11,9/24/2019 13:41,0:07:50,0:37:31,2,2
1008,18,Inactive employees,Portal,Software Problem / Issue,3,9/24/2019 13:24,9/24/2019 14:04,9/24/2019 14:06,0:39:27,0:41:58,1,2
1009,18,Incorrect default of name/email,Portal,Software Problem / Issue,4,9/24/2019 13:28,9/24/2019 13:47,9/24/2019 14:34,0:19:06,1:06:22,1,1
1012,18,Fw: Hauling issue,Email,Software Problem / Issue,4,9/25/2019 7:54,9/25/2019 9:01,,1:01:53,0:00:00,1,3
1014,18,Tickets is Limbo,Email,Software Problem / Issue,4,9/27/2019 8:35,9/27/2019 8:46,9/27/2019 11:39,0:11:34,3:04:17,2,3
1016,18,"Company showing in red as if it's past due, but it has over 250 hours till roll over and not enough for a load",Portal,Software Problem / Issue,3,9/30/2019 10:37,9/30/2019 11:25,10/1/2019 16:06,0:48:33,14:29:49,1,2
1017,18,Fw: Wrong info in Hauling Software,Email,Software Problem / Issue,4,9/30/2019 15:00,,,0:00:00,0:00:00,0,3
